idptar;nomptar;CodeINSEE;X;Y;coord
2257;Eglise de Pantin;93055;605605;2432819;48.8936324872,2.4129002627
2125;Gare de l'Est (Verdun);75110;601596;2430945;48.8768125846,2.35825143675
2310;Oberkampf;75111;602399;2429523;48.8640301694,2.36918476922
2065;Bel-Air;75112;604747;2427093;48.8421777857,2.40114243097
1836;Nationale;75113;601866;2426057;48.8328812479,2.36190940468
1665;Sèvres-Lecourbe;75115;598117;2427405;48.8449961101,2.31086482671
1780;Passy;75116;596262;2428801;48.8575343417,2.28559270248
1909;Kléber;75116;596831;2430333;48.8713061083,2.29333101756
2399;Picpus;75112;604794;2427443;48.8453230738,2.40178631043
2114;Bel-Air;75112;604747;2427093;48.8421777857,2.40114243097
2391;Pasteur;75115;598295;2427073;48.8420127633,2.3132900405
1800;Poissonnière;75110;600945;2431005;48.8773530545,2.34938142062
2015;Cadet;75109;600502;2430835;48.8758256773,2.34334512124
1757;Pyramides;75101;599823;2429797;48.8664969463,2.33409421193
1681;Sully-Morland;75104;601816;2428050;48.850793554,2.36123699038
1648;Place d'Italie;75113;601383;2425909;48.8315522619,2.35533343989
1876;Maison Blanche;75113;601585;2424944;48.8228787343,2.35807989096
1696;Villejuif-Paul Vaillant Couturier (Hôpital Paul Brousse);94076;602332;2421953;48.7959940916,2.36823144858
2236;La Courneuve-8-Mai-1945;93027;605406;2435810;48.920514466,2.41022577579
2199;Fort d'Aubervilliers;93001;604919;2435091;48.9140567044,2.40357633118
2175;Corentin-Cariou;75119;603360;2432934;48.8946815012,2.38230219064
2221;Châtelet;75101;600787;2428763;48.8572036047,2.34722470772
2495;Tolbiac;75113;601507;2425309;48.8261594131,2.35701946286
2272;Maison Blanche;75113;601585;2424944;48.8228787343,2.35807989096
2412;Porte d'Ivry;75113;602410;2424775;48.8213573215,2.36930823389
2505;Villejuif-L1s Aragon;94076;602250;2420912;48.7866379703,2.36711052405
3343334;Balard;75115;595753;2426496;48.836814948,2.27868334312
3343336;Lourmel;75115;596015;2426702;48.8386680882,2.28224848505
3343746;Félix Faure;75115;596748;2427164;48.8428245269,2.29222496289
3343771;Grands Boulevards;75109;600469;2430362;48.8715747028,2.34289502865
3343777;République;75111;601969;2429928;48.8676714782,2.36332911744
3343799;Porte Dorée;75112;605118;2426350;48.835497212,2.40618520888
3343801;Porte de Charenton;75112;604698;2426034;48.8326603057,2.40046363512
3343335;Balard;75115;595753;2426496;48.836814948,2.27868334312
3343762;Invalides;75107;598395;2429196;48.8610934269,2.31464335201
3343768;Opéra;75109;599650;2430257;48.8706310394,2.33173704503
3343790;Faidherbe-Chaligny;75111;603519;2427970;48.8500676272,2.38442876741
3343800;Porte Dorée;75112;605118;2426350;48.835497212,2.40618520888
3343808;Ecole Vétérinaire de Maisons-Alfort;94046;606255;2424079;48.8150762793,2.4216317634
1884;Marcel Sembat;92012;593167;2426164;48.8338085462,2.24348061108
1708;Rue de la Pompe (Avenue Georges Mandel);75116;595699;2429549;48.8642533436,2.2779167587
1819;Miromesnil;75108;598464;2430580;48.8735320999,2.31557802153
1890;Havre-Caumartin;75109;599447;2430568;48.8734259358,2.32897096996
1678;Strasbourg-Saint-Denis;75102;601323;2430101;48.8692278902,2.35452917205
1647;République;75111;601988;2429899;48.8674107881,2.36358782222
1993;Croix-de-Chavaux (Jacques Duclos);93048;607295;2428856;48.8579990325,2.43586689234
1873;Mairie de Montreuil;93048;607732;2429333;48.8622809456,2.44182767579
2261;Exelmans;75116;594392;2427175;48.8429069378,2.26014439455
2242;La Muette;75116;595418;2428864;48.8580950089,2.27409644478
2358;Miromesnil;75108;598464;2430580;48.8735320999,2.31557802153
2459;Saint-Ambroise;75111;602690;2429258;48.8616473835,2.37314713744
2151;Charonne;75111;603563;2428479;48.8546420067,2.38503219
2133;Buzenval;75120;604765;2428119;48.8513988304,2.40139892607
2449;Robespierre;93048;606399;2428597;48.8556807674,2.42365908215
2183;Croix-de-Chavaux (Jacques Duclos);93048;607295;2428856;48.8579990325,2.43586689234
2269;Mairie de Montreuil;93048;607732;2429333;48.8622809456,2.44182767579
2004;Boulogne-Jean-Jaurès;92012;592829;2427107;48.8422801027,2.23886297203
1690;Vaneau;75107;598879;2427817;48.8487008088,2.32123987861
1867;Mabillon;75106;599900;2428278;48.8528450929,2.33514371518
2299;Javel-André-Citroen;75115;595690;2427514;48.8459638397,2.27781512302
2252;Duroc;75107;598563;2427611;48.8468487281,2.3169373075
967988;République;75111;601949;2429880;48.8672401446,2.36305644261
2051;Arts-et-Métiers;75103;601405;2429673;48.8653811353,2.35564492787
2271;Mairie des Lilas;93045;605809;2431308;48.880051021,2.41566020273
2289;Hôtel de Ville;75104;601098;2428830;48.8578053324,2.35146077318
1826;Montparnasse-Bienvenue;75114;599050;2427297;48.8440275954,2.32356979388
1646;Rennes;75106;599377;2427761;48.848198228,2.32802174529
1667;Sèvres-Babylone;75107;599294;2428137;48.8515774282,2.32689078501
2052;Assemblée Nationale;75107;598811;2429236;48.8614538635,2.32030968717
1982;Concorde;75108;598892;2429685;48.8654893501,2.32141178588
1686;Trinité-d'Estienne d'Orves;75109;599655;2430891;48.8763289967,2.33180456518
1883;Marcadet-Poissonniers;75118;600957;2432591;48.891606782,2.34954830766
2309;Notre-Dame des Champs;75106;599408;2427381;48.8447830076,2.32844447996
2156;Abbesses;75118;600139;2431789;48.8843996742,2.33839938084
1879;Malakoff-Plateau de Vanves;92020;597166;2424896;48.8224426532,2.297932102
1799;Plaisance;75114;598337;2425932;48.831758053,2.31386654651
1787;Pernety;75114;598634;2426174;48.833933779,2.31790896883
2025;Champs-Elysées-Clémenceau;75108;598362;2429894;48.8673665297,2.31419106006
1959;Garibaldi;93070;599663;2434235;48.9063821235,2.33191047013
1717;Saint-Denis - Porte de Paris;93066;601443;2436855;48.9299266245,2.35618614586
2372;Plaisance;75114;598337;2425932;48.831758053,2.31386654651
2366;Montparnasse-Bienvenue;75114;598862;2427080;48.8420769794,2.32101044622
2359;Miromesnil;75108;598498;2430572;48.8734602847,2.31604128558
2536;La Fourche;75117;599209;2432127;48.8874368018,2.32572521868
2462;Saint-Denis - Porte de Paris;93066;601443;2436855;48.9299266245,2.35618614586
6129304;Pyramides;75102;599846;2429810;48.8666137899,2.33440752762
1166828;Cour Saint-Emilion;75112;603731;2426106;48.8333136748,2.38729970105
6129305;Pyramides;75102;599846;2429810;48.8666137899,2.33440752762
1635;Danube;75119;604151;2431524;48.8820049904,2.39306995598
2002;Botzaris;75119;603862;2431221;48.8792836316,2.38912909357
1797;Place des Fêtes;75119;604143;2430992;48.877223818,2.39295580413
22793;Orly 4;94054;602418;2414491;48.7289245349,2.36935994059
1801;Poissy;78498;578342;2437256;48.9331642217,2.04108350764
1894;H1lles Carrières-sur-Seine;78311;588847;2435833;48.9206455546,2.18441175202
1670;Saint-Germain-en-Laye;78551;582291;2433364;48.8983085676,2.09511210244
1851;Le Vésinet-Le Pecq;78650;584251;2433363;48.8983508533,2.12182892211
1713;Rueil-Malmaison;92063;587828;2432116;48.8872220198,2.1706232016
1837;Neuilly-Plaisance;93049;612999;2428356;48.8534156686,2.51354258498
2290;H1lles Carrières-sur-Seine;78311;588847;2435833;48.9206455546,2.18441175202
2480;Saint-Germain-en-Laye;78551;582291;2433364;48.8983085676,2.09511210244
2370;Nanterre-Ville;92050;589680;2433014;48.8953251065,2.19584047054
2238;La Défense (Grande Arche);92062;592698;2432640;48.8920056133,2.23698312048
2222;Châtelet-Les Halles;75101;600759;2429237;48.8614636698,2.34684412827
2211;Gare de Lyon;75112;602742;2427384;48.8448046743,2.37384356794
2302;Nation;75112;604425;2427794;48.8484803036,2.39676520624
2499;Val de Fontenay;94033;611169;2428366;48.8535398247,2.48861963891
2304;Neuilly-Plaisance;93049;612999;2428356;48.8534156686,2.51354258498
2281;Marne-la-Vallée Chessy;77111;632720;2430112;48.8684969295,2.78225972723
1821;Mitry-Claye;77294;622405;2442009;48.9758558192,2.64236629857
2056;Aulnay-sous-Bois;93005;611496;2437109;48.9321087219,2.49330955925
1866;Luxembourg;75105;600289;2427603;48.8467785183,2.34044117784
1998;Denfert-Rochereau;75114;599775;2426105;48.8333151451,2.3334427605
2047;Arcueil-Cachan;94016;599369;2422227;48.7984604331,2.32792174881
1912;La Croix-de-Berny;92002;597621;2418187;48.7621447507,2.30416361167
1809;Massy-Palaiseau;91377;594320;2413962;48.7241484853,2.25934234562
2508;Villepinte;93078;612887;2440568;48.9631675094,2.51238782453
2503;Vert-Galant;93078;616884;2438474;48.944256914,2.56685574769
2243;La Plaine-Stade de France;93066;601914;2435541;48.9181166004,2.36260451523
2126;Gare du Nord;75110;601473;2431393;48.8808391651,2.35657701202
2333;Luxembourg;75105;600289;2427603;48.8467785183,2.34044117784
2187;Denfert-Rochereau;75114;599775;2426105;48.8333151451,2.3334427605
2246;Laplace;94003;599761;2423248;48.8076372956,2.33325414336
2097;Arcueil-Cachan;94016;599369;2422227;48.7984604331,2.32792174881
2197;Fontenay-aux-Roses;92032;596720;2421037;48.7877565604,2.29189184957
2386;Palaiseau Villebon;91477;592676;2412139;48.7077458422,2.23703952979
2249;Le Guichet;91471;589305;2411824;48.7048670134,2.19126558338
2127;Gif-sur-Yvette;91272;585327;2411116;48.6984244547,2.13726749699
2268022;Achères Grand Cormier;;;;
2265270;Vern1llet Verneuil;;;;
2265272;Les Clairières de Verneuil;;;;
2265263;Maisons-Laffitte;;;;
46100;Gare Saint-Lazare;;;;
46614;Colombes;;;;
810752;Pont Cardinet;;;;
810754;Clichy Levallois;;;;
788269;Val d'Argenteuil;;;;
46119;Saint-Ouen-l'Aumône (Eglise);;;;
47029;Gisors;;;;
810763;Le Stade;;;;
810757;Asnières;;;;
810755;Clichy Levallois;;;;
46627;Gare Saint-Lazare;;;;
591501;Le Stade;;;;
591503;Argenteuil;;;;
46433;Maurecourt;;;;
46111;Andrésy;;;;
46523;Thun-le-Paradis;;;;
46524;Gargenville;;;;
591495;Bonnières;;;;
591498;Port-Villez;;;;
591494;Rosny-sur-Seine;;;;
46649;Limay;;;;
47036;Gargenville;;;;
47035;Thun-le-Paradis;;;;
46945;Maurecourt;;;;
46621;Conflans-Sainte-Honorine;;;;
591502;Le Stade;;;;
3144451;Gare Saint-Lazare;;;;
3144453;Pont Cardinet;;;;
3144459;Bécon-les-Bruyères;;;;
3144471;Achères Grand Cormier;;;;
3144464;La Garenne-Colombes;;;;
3144462;Les Vallées;;;;
3144460;Bécon-les-Bruyères;;;;
4747045;Colombes;;;;
4747195;Limay;;;;
4747355;Mantes-Station;;;;
4747356;Mantes-Station;;;;
4747189;Meulan Hardricourt;;;;
4747177;Maurecourt;;;;
4747062;Conflans-Fin d'Oise;;;;
4747056;La Frette Montigny;;;;
4747054;Cormeilles-en-Parisis;;;;
4747044;Bois-Colombes;;;;
4747042;Asnières;;;;
46162;Gare Saint-Lazare;;;;
591532;Asnières;;;;
46163;Bécon-les-Bruyères;;;;
46679;Le Val d'Or;;;;
46676;Courbevoie;;;;
4473745;Pont Cardinet;;;;
4473747;Clichy Levallois;;;;
591536;Bécon-les-Bruyères;;;;
46174;La Défense (Grande Arche);;;;
591544;Le Val d'Or;;;;
46177;Vaucresson;;;;
46178;Bougival;;;;
46985;La Celle-Saint-Cloud;;;;
46688;Garches Marne-la-Coquette;;;;
4473746;Pont Cardinet;;;;
4094366;Poissy;;;;
47109;Sartrouville;;;;
47113;Cergy-Saint-Christophe;;;;
47130;Cergy-le-Haut;;;;
4094367;Poissy;;;;
47123;Conflans-Fin d'Oise;;;;
183893;Mareil-Marly;;;;
183898;Saint-Germain-Grande Ceinture;;;;
183894;Mareil-Marly;;;;
183892;Saint-Nom-la-Bretêche Forêt de Marly;;;;
46217;Saint-Quentin-en-Yvelines;;;;
46223;Javel;;;;
46224;Champ de Mars-Tour Eiffel;;;;
46230;Ivry-sur-Seine;;;;
46232;Les Ardoines;;;;
46233;Villeneuve-le-Roi;;;;
46438;Pont du Garigliano-Hôpital Européen G.Pompidou;;;;
46440;Etréchy;;;;
46729;Saint-Quentin-en-Yvelines;;;;
46734;Issy-Val de Seine;;;;
46735;Javel;;;;
46740;Saint-Michel Notre-Dame;;;;
46742;Ivry-sur-Seine;;;;
46746;Ablon;;;;
46748;Juvisy-sur-Orge;;;;
46754;Etampes;;;;
46755;Saint-Martin d'Etampes;;;;
46991;Viroflay-Rive Gauche;;;;
7051152;Versailles Château-Rive Gauche;;;;
7051153;Versailles Château-Rive Gauche;;;;
7051155;Porchefontaine;;;;
46250;Champ de Mars-Tour Eiffel;;;;
46255;Bibliothèque-François Mitterrand;;;;
46256;Vitry-sur-Seine;;;;
46259;Ablon;;;;
46266;La Norville Saint-Germain-lès-Arpajon;;;;
46272;Dourdan;;;;
46532;Gare d'Austerlitz;;;;
46765;Musée d'Orsay;;;;
46766;Saint-Michel Notre-Dame;;;;
46767;Bibliothèque-François Mitterrand;;;;
46773;Juvisy-sur-Orge;;;;
46780;Breuillet Bruyères-le-Châtel;;;;
142905;Issy;;;;
46288;Kennedy Radio-France;;;;
46793;Gennevilliers;;;;
46797;Porte Maillot;;;;
46799;Boulainvilliers;;;;
46800;Kennedy Radio-France;;;;
46956;Les Grésillons;;;;
46998;Ermont-Eaubonne;;;;
47045;Saint-Ouen;;;;
142859;Les Ardoines;;;;
142879;Orly-Ville;;;;
142882;Rungis-La Fraternelle;;;;
142883;Chemin d'Antony;;;;
142885;Massy-Verrières;;;;
142889;Juvisy-sur-Orge;;;;
142894;Sainte-Geneviève-des-Bois;;;;
142895;Saint-Michel-sur-Orge;;;;
162241;Pontoise;;;;
591249;Saint-Chéron;;;;
591250;Sermaise;;;;
46298;Pont de l'alma;;;;
46299;Saint-Michel Notre-Dame;;;;
46814;Ivry-sur-Seine;;;;
46816;Les Ardoines;;;;
46822;Massy-Palaiseau;;;;
46314;Meudon-Val-Fleury;;;;
46319;Champ de Mars-Tour Eiffel;;;;
46453;Saint-Michel-sur-Orge;;;;
46829;Pont du Garigliano-Hôpital Européen G.Pompidou;;;;
46831;Champ de Mars-Tour Eiffel;;;;
46832;Invalides;;;;
46834;Choisy-le-Roi;;;;
142861;Bibliothèque-François Mitterrand;;;;
142864;Ivry-sur-Seine;;;;
142868;Les Ardoines;;;;
46335;Issy-Val de Seine;;;;
46336;Pont du Garigliano-Hôpital Européen G.Pompidou;;;;
46343;Ablon;;;;
46518;Petit-Vaux;;;;
46848;Pont du Garigliano-Hôpital Européen G.Pompidou;;;;
46854;Villeneuve-le-Roi;;;;
46861;Longjumeau;;;;
46966;Choisy-le-Roi;;;;
47004;Versailles Château-Rive Gauche;;;;
65832;Igny;;;;
65834;Bièvres;;;;
65837;Jouy-en-Josas;;;;
142869;Bibliothèque-François Mitterrand;;;;
142870;Bibliothèque-François Mitterrand;;;;
142871;Ivry-sur-Seine;;;;
142874;Vitry-sur-Seine;;;;
2855448;Gare d'Austerlitz Grandes Lignes;;;;
1470422;Dourdan-la Forêt;;;;
1470431;Breuillet Bruyères-le-Châtel;;;;
1470432;Breuillet Bruyères-le-Châtel;;;;
1470441;Saint-Michel-sur-Orge;;;;
1470450;Juvisy-sur-Orge;;;;
1470451;Choisy-le-Roi;;;;
1470457;Saint-Michel Notre-Dame;;;;
1470458;Saint-Michel Notre-Dame;;;;
1470474;Avenue Foch;;;;
1470483;Les Grésillons;;;;
1470485;Gennevilliers;;;;
1470491;Ermont-Eaubonne;;;;
1470496;Franconville Plessis-Bouchard;;;;
1470503;Etréchy;;;;
1470505;Chamarande;;;;
5815093;Gare d'Austerlitz Grandes Lignes;;;;
5815094;Gare d'Austerlitz Grandes Lignes;;;;
1664169;Etampes;;;;
1664177;Bouray;;;;
1664183;Saint-Michel-sur-Orge;;;;
1664184;Saint-Michel-sur-Orge;;;;
1664187;Epinay-sur-Orge;;;;
1664189;Savigny-sur-Orge;;;;
1664192;Juvisy-sur-Orge;;;;
1664201;Invalides;;;;
1664211;Avenue Henri-Martin;;;;
1664216;Porte Maillot;;;;
1664218;Pereire;;;;
1664293;Epinay-sur-Seine;;;;
1664333;Cernay;;;;
2855045;Gare d'Austerlitz Grandes Lignes;;;;
1670017;Bibliothèque-François Mitterrand;;;;
1670025;Athis-Mons;;;;
1670026;Juvisy-sur-Orge;;;;
1673410;Etampes;;;;
1673411;Saint-Martin d'Etampes;;;;
1673412;Saint-Martin d'Etampes;;;;
6591393;Athis-Mons;;;;
6591401;Bibliothèque-François Mitterrand;;;;
6591404;Gare d'Austerlitz;;;;
6591411;Pont de l'alma;;;;
6591412;Pont de l'alma;;;;
6591415;Javel;;;;
6591418;Issy-Val de Seine;;;;
6591419;Issy;;;;
6591420;Issy;;;;
6591424;Chaville-Vélizy;;;;
6591425;Viroflay-Rive Gauche;;;;
6591426;Viroflay-Rive Gauche;;;;
60299;Garges-Sarcelles;;;;
60303;Goussainville;;;;
60313;Orry-la-Ville Coye;;;;
60321;Gare de Lyon (Banlieue);;;;
60322;Maisons-Alfort Alfortville;;;;
60323;Maisons-Alfort Alfortville;;;;
60324;Le Vert de Maisons;;;;
60395;Combs-la-Ville Quincy;;;;
60398;Lieusaint Moissy;;;;
60399;Savigny-le-Temple Nandy;;;;
60403;Le Mee;;;;
132635;Stade de France-Saint-Denis;;;;
4473199;Creteil-Pompadour;;;;
60425;Maisons-Alfort Alfortville;;;;
60426;Le Vert de Maisons;;;;
60429;Villeneuve-Saint-Georges;;;;
60435;Evry Val de Seine;;;;
60439;Le Bras-de-Fer;;;;
60440;Corbeil-Essonnes;;;;
60442;Mennecy;;;;
60445;Boutigny;;;;
60449;Malesherbes;;;;
60490;Orangis Bois de l'Epine;;;;
60499;Maisse;;;;
60501;Boigneville;;;;
132636;Stade de France-Saint-Denis;;;;
591232;Louvres;;;;
590100;La Borne-Blanche;;;;
590109;Villiers-le-Bel (Gonesse - Arnouville);;;;
590119;Gare du Nord;;;;
590124;Gare de Lyon (Banlieue);;;;
590127;Le Vert de Maisons;;;;
590131;Villeneuve-Triage;;;;
590135;Vigneux-sur-Seine;;;;
590139;Viry-Châtillon;;;;
590144;Orangis Bois de l'Epine;;;;
590146;Evry Courcouronnes;;;;
590158;Coudray-Montceaux;;;;
590160;Saint-Fargeau;;;;
590163;Boissise-le-Roi;;;;
1988704;Grand-Bourg;;;;
1662662;Maisons-Alfort Alfortville;;;;
1662663;Maisons-Alfort Alfortville;;;;
1662682;Evry Courcouronnes;;;;
1662687;Corbeil-Essonnes;;;;
4473207;Creteil-Pompadour;;;;
4102157;Châtelet-Les Halles;;;;
4102162;Villeneuve-Saint-Georges;;;;
4102163;Villeneuve-Saint-Georges;;;;
4102165;Montgeron Crosne;;;;
4102168;Brunoy;;;;
4102171;Boussy-Saint-Antoine;;;;
4102175;Lieusaint Moissy;;;;
4102178;Cesson;;;;
5005194;Bondy;;;;
5005519;Chelles Gournay;;;;
5005520;Chelles Gournay;;;;
5005521;Rosny-Bois-Perrier;;;;
5005523;Rosny-sous-Bois;;;;
5005669;Ozoir-la-Ferrière;;;;
5005672;Gretz-Armainvilliers;;;;
5005673;Tournan;;;;
2067;Bérault;94080;606737;2427450;48.8453687094,2.42824450629
1688;Tuileries;75101;599456;2429606;48.8647801217,2.3290949511
1980;Concorde;75108;598876;2429706;48.8656780557,2.32119376847
2154;Château de Vincennes;94080;607641;2427335;48.8443251036,2.44055234288
2210;Gare de Lyon;75112;602713;2427468;48.8455597463,2.37344920163
2331;Louvre-Rivoli;75101;600328;2429172;48.8608798168,2.34097327248
1784;Père-Lachaise;75111;603726;2429427;48.8631611643,2.38726039685
2087;Belleville;75119;602953;2430442;48.8722872798,2.37673767399
1900;Jaurès;75119;602454;2431608;48.882768506,2.36994579566
1674;Stalingrad;75119;602240;2431766;48.8841892535,2.36703043864
1910;La Chapelle;75110;601671;2431788;48.8843886576,2.35927656094
2029;Charles de Gaulle-Etoile;75108;596929;2430632;48.8739938,2.29466395849
2398;Philippe Auguste;75111;603908;2428895;48.8583788007,2.38973472941
2351;Ménilmontant;75111;603518;2429710;48.8657057469,2.38442937183
2548;Belleville;75119;602953;2430442;48.8722872798,2.37673767399
1935;Europe;75108;599007;2431195;48.8790603985,2.32297462907
2204;Gallieni (Parc de Bagnolet);93006;605834;2429440;48.8632624857,2.41597536517
2415;Porte de Bagnolet;75120;605309;2429559;48.8643364947,2.4088253727
2493;Temple;75103;601840;2429827;48.866764127,2.3615713237
2099;Arts-et-Métiers;75103;601439;2429692;48.8655518229,2.35610815179
2313;Opéra;75109;599688;2430267;48.8707209355,2.33225474024
2061;Barbès-Rochechouart;75109;600943;2431737;48.8839317292,2.34935570527
1957;Gare du Nord;75110;601328;2431271;48.8797430235,2.35460080714
1953;Gare de l'Est (Verdun);75110;601577;2430932;48.8766957953,2.35799250722
1677;Strasbourg-Saint-Denis;75102;601321;2430146;48.8696323244,2.35450205976
1964;Châtelet;75101;600834;2428885;48.8583000152,2.34786508424
1975;Cité;75104;600712;2428594;48.8556848095,2.3462029262
1845;Odéon;75106;600167;2428206;48.8521980045,2.33877999971
1733;Saint-Sulpice;75106;599593;2428089;48.8511463143,2.33096285303
1731;Saint-Placide;75106;599306;2427629;48.8470117994,2.32705510802
1692;Vavin;75106;599439;2427078;48.8420598168,2.3288670471
2040;Alésia;75114;599289;2425521;48.8280659789,2.32682741672
2374;Réaumur-Sébastopol;75102;601183;2429747;48.8660466289,2.35262095068
2322;Les Halles;75101;600732;2429298;48.86201193,2.34647644857
2159;Alésia;75114;599289;2425521;48.8280659789,2.32682741672
2089;Bobigny-Pablo-Picasso;93008;608285;2434326;48.9071472718,2.4494575012
1932;Eglise de Pantin;93055;605605;2432819;48.8936324872,2.4129002627
1746;Porte de Pantin;75119;604103;2432256;48.8885839402,2.39242287239
2008;Bréguet-Sabin;75111;602516;2428715;48.8567679088,2.37077385505
1759;Quai de la Rapée;75112;602233;2427513;48.8459659916,2.3669131764
2287;Hoche;93055;604888;2432581;48.891499343,2.40312495732
2294;Jacques-Bonsergent;75110;601767;2430265;48.8707007825,2.36057863225
2136;Campo-Formio;75113;601634;2426354;48.8355511759,2.35875209186
2403;Place d'Italie;75113;601392;2425879;48.8312826147,2.35545586703
2068;Bercy;75112;603156;2426871;48.8401922036,2.37947725393
1987;Corvisart;75113;600945;2425692;48.8296027042,2.34937026012
1997;Denfert-Rochereau;75114;599760;2426181;48.833998196,2.33323849783
1930;Edgar-Quinet;75114;599258;2426912;48.8405676854,2.32640281189
2016;Cambronne;75115;597469;2427706;48.8476990674,2.30203914034
2073;Boissière;75116;596589;2429838;48.866856114,2.29003807011
2094;Daumesnil (Félix Eboué);75112;604354;2426781;48.8393764223,2.39578805708
2543;Dugommier;75112;603881;2426725;48.8388761109,2.38934738424
2524;Quai de la Gare;75113;602743;2426584;48.837614635,2.37385211235
2404;Place d'Italie;75113;601417;2425860;48.8311117975,2.35579614238
2217;Glacière;75113;600591;2425832;48.8308613646,2.34455142997
2186;Denfert-Rochereau;75114;599760;2426181;48.833998196,2.33323849783
2409;Raspail;75114;599572;2426724;48.8388783378,2.33067841595
2537;La Motte-Picquet-Grenelle;75115;597155;2427853;48.8490188876,2.29776215737
2118;Bir-Hakeim (Grenelle);75115;596498;2428444;48.8543271778,2.2888101004
1911;La Courneuve-8-Mai-1945;93027;605406;2435810;48.920514466,2.41022577579
1944;Fort d'Aubervilliers;93001;604919;2435091;48.9140567044,2.40357633118
2085;Château Landon;75110;601875;2431128;48.8784565261,2.36205371292
1971;Chaussée d'Antin (La Fayette);75109;599774;2430519;48.8729857839,2.33342622072
1685;Tolbiac;75113;601507;2425309;48.8261594131,2.35701946286
1740;Porte de Choisy;75113;602066;2424600;48.819785644,2.3646252716
1734;Porte d'Ivry;75113;602410;2424775;48.8213573215,2.36930823389
1790;Pierre et Marie Curie;94041;603040;2424170;48.8159171408,2.37787881315
1925;Le Kremlin-Bicêtre;94043;601861;2423554;48.8103850843,2.36183067976
2209;Gare de l'Est (Verdun);75110;601650;2430901;48.8764170121,2.35898704312
2491;Sully-Morland;75104;601816;2428050;48.850793554,2.36123699038
2528;Place d'Italie;75113;601383;2425909;48.8315522619,2.35533343989
2400;Pierre et Marie Curie;94041;603040;2424170;48.8159171408,2.37787881315
2506;Villejuif-Paul Vaillant Couturier (Hôpital Paul Brousse);94076;602332;2421953;48.7959940916,2.36823144858
3343753;Commerce;75115;596864;2427363;48.8446136312,2.29380297684
3343763;Concorde;75108;598815;2429687;48.8655071808,2.32036285253
3343775;Strasbourg-Saint-Denis;75102;601290;2430118;48.8693807393,2.35407964886
3343783;Chemin Vert;75103;602315;2428806;48.8575865037,2.36803669161
3343817;Créteil-Préfecture (Hôtel de Ville);94028;609030;2420153;48.779757217,2.45931428775
3343758;Ecole Militaire;75107;597719;2428436;48.8542608808,2.30543955721
3343788;Ledru-Rollin;75112;602895;2428095;48.8511941246,2.37593173368
3343792;Reuilly-Diderot;75112;603723;2427653;48.8472174603,2.38720417388
3343818;Créteil-Préfecture (Hôtel de Ville);94028;609030;2420153;48.779757217,2.45931428775
1816;Michel-Ange-Molitor;75116;594522;2427414;48.8450560883,2.26191141995
1899;Jasmin;75116;594965;2428235;48.8524384784,2.26793391967
1762;Ranelagh;75116;595114;2428576;48.8555043622,2.26995917492
1702;Richelieu-Drouot;75109;600207;2430420;48.872096083,2.33932555252
1844;Oberkampf;75111;602368;2429553;48.8642999032,2.36876264947
1633;Voltaire (Léon Blum);75111;603196;2428815;48.857663685,2.38003629346
1651;Nation;75112;604491;2427853;48.8490101129,2.39766460946
2280;Marcel Sembat;92012;593167;2426164;48.8338085462,2.24348061108
2353;Michel-Ange-Auteuil;75116;594693;2427733;48.847924552,2.26423590245
2517;Trocadéro;75116;596354;2429419;48.8630890943,2.28684037516
2291;Iéna;75116;596883;2429559;48.8643501589,2.29404526045
2162;Alma-Marceau;75116;597412;2429553;48.8642986303,2.30125140712
2201;Franklin-Roosevelt;75108;598049;2430055;48.8688125911,2.30992632114
2441;Saint-Philippe du Roule;75108;598111;2430462;48.872470625,2.3107690979
2513;Voltaire (Léon Blum);75111;603196;2428815;48.857663685,2.38003629346
2531;Nation;75112;604491;2427853;48.8490101129,2.39766460946
2278;Maraîchers;75120;605131;2428253;48.8526003616,2.40638498623
1817;Michel-Ange-Molitor;75116;594552;2427406;48.8449844459,2.2623200357
1818;Mirabeau;75116;595342;2427639;48.8470848181,2.27307491159
1927;Duroc;75107;598563;2427611;48.8468487281,2.3169373075
1666;Sèvres-Babylone;75107;599237;2428066;48.8509392477,2.32611465149
1653;Odéon;75106;600173;2428219;48.8523148404,2.338861717
1952;Gare d'Austerlitz;75113;602013;2427263;48.8437198206,2.36391621383
2193;Boulogne-Jean-Jaurès;92012;592829;2427107;48.8422801027,2.23886297203
2354;Michel-Ange-Auteuil;75116;594737;2427734;48.8479339054,2.26483507384
2241;La Motte-Picquet-Grenelle;75115;597169;2427831;48.8488212259,2.29795296069
2541;Ségur;75115;597853;2427613;48.8468646613,2.30726884425
2500;Vaneau;75107;598879;2427817;48.8487008088,2.32123987861
2167;Cluny-La Sorbonne;75105;600626;2428050;48.8507957149,2.34503088503
2137;Cardinal-Lemoine;75105;601089;2427595;48.8467058283,2.35133517564
2207;Gare d'Austerlitz;75113;602013;2427263;48.8437198206,2.36391621383
1753;Porte des Lilas;75120;605139;2430994;48.8772346759,2.40652683971
1798;Place des Fêtes;75119;604157;2430937;48.8767294281,2.39314602843
1893;Hôtel de Ville;75104;601098;2428830;48.8578053324,2.35146077318
2100;Arts-et-Métiers;75103;601405;2429673;48.8653811353,2.35564492787
2439;Rambuteau;75104;601232;2429207;48.8611933549,2.35328695654
1870;Mairie d'Issy;92040;595376;2425109;48.8243464852,2.27356582627
